nombre,avance,monto,direccion,comuna,barrio,fecha_inicio,fecha_fin,tipo,descripcion
Patios De Juegos - Pigue,100.0,0.0,Olleros Av. Y Soldado De La Independencia,14,Palermo,2017-06-19,2017-08-11,Espacio Público,El objetivo se basó en la puesta en valor del patio de juegos llevando a cabo el cambio de pisos por antigolpes y se colocaron juegos nuevos bajo normas de seguridad.
Patios De Juegos -Niceto Vega,100.0,0.0,"Vega, Niceto, Cnel. 5223",14,Palermo,2017-06-16,2017-08-11,Espacio Público,El objetivo se basó en la puesta en valor del patio de juegos llevando a cabo el cambio de pisos por antigolpes y se colocaron juegos nuevos bajos normas de seguridad.
Patio De Juegos - Willians Morris,100.0,0.0,Guatemala Y Uriarte,14,Palermo,2017-06-16,2017-08-11,Espacio Público,"El proyecto contempló la puesta en valor de la plazoleta William Morris ubicada en las calles Uriarte, Darregueyra y Guatemala. El patio de juego presentaba solado de arena y el equipamiento de la plaza se encontraba en estado de deterioro, es por esto que la propuesta contempló la puesta en norma del patio de juegos colocando solado antigolpe y juegos inclusivos. Además, se reparó equipamiento existente y se incorporó superficie absorbente con nuevos canteros y plantación de vegetación."
Barrio Rivera Iguazú: Manzana 5 - Construcción De 64 Viviendas,100.0,0.0,Iguazu 1835,4,Nueva Pompeya,2017-01-01,2019-03-31,Vivienda,"Iguazú N° 1835, Barrio Ribera Iguazú. 192 Viviendas, obras exteriores y pavimentos. Barrio Nueva Pompeya. Convenio Cuenca Riachuelo Matanza"
Hospital Ramos Mejí­a - Remodelación Cocina Y Vestuarios,100.0,0.0,"Urquiza, Gral. 609",3,Balvanera,2017-04-26,2018-01-21,Salud,"La obra comprendió la ejecución de los trabajos necesarios para dotar al hospital de un sector de almacenaje, preparación y cocción de alimentos para los pacientes internados, remodelación del sector de alimentación, oficinas varias, vestuarios para el personal afectado al servicio. Además, cuenta con cámaras frigorí­ficas, sector de preparado, almacenaje, transporte vertical para los preparados y cocción; estos sectores cuentan con instalaciones acordes al uso: sanitarias, electricidad y aire acondicionado, salidas de emergencia según normativas actuales."
Hospital Ramos Mejí­a - Ampliación Central Gases Médicos Vací­o Y Aire Comprimido,100.0,0.0,"Urquiza, Gral. 609",3,Balvanera,2017-11-20,2018-06-18,Salud,"La obra consistió en la ampliación central de gases médicos, vací­o y aire comprimido para su puesta en norma."
Hospital Elizalde - Remodelación Del Sector De Guardia,100.0,0.0,"Montes De Oca, Manuel Av. 40",4,Barracas,2017-08-11,2017-11-30,Salud,"La obra de refacción de guardia en el Hospital Elizalde consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, colocación de nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardias. "
Hospital Fernández - Remodelación Del Sector De Guardia,100.0,0.0,Cerviño Av. 3356,14,Palermo,2017-06-09,2017-08-15,Salud,"La obra comprendió tareas de pintura, desmonte y reemplazo de cielorrasos suspendidos, pulido de pisos y revestimientos graní­ticos existentes, cambio de puertas de acceso a consultorios, mobiliario nuevo, cambio de artefactos de iluminación y refacción integral de sanitarios. El proyecto contó con 221 m2 cubiertos destinados al área de guardia. Se mejoraron las luminarias en los distintos sectores de atención al público, como sus salas de espera de consultorios en general a nivel de planta baja, en sus 3 accesos (Bulnes, Cerviño y Ruggieri) y el 1er. Subsuelo referido al acceso de la guardia A y su circulación pública hacia la guardia B."
Hospital Penna - Modificaciones en el sistema de clmatización de Neonatologí­a,100.0,0.0,"Chutro, Pedro, Prof., Dr. 3380",4,Parque Patricios,2017-02-20,2017-08-09,Salud,"La obra involucró trabajos complementarios a la obra de donación del centro obstétrico / neonatologí­a del Hospital Penna y que resultaron indispensables para el correcto funcionamiento de ambos servicios. Consistieron en la ejecución de refuerzos estructurales en losa y bases existentes, la readecuación del sector en planta baja para traslado provisorio de dormitorios médicos de guardia (incluye Aº Aº), cambio de tramo de recorrido de cañerí­a troncal de gases medicinales y conexión desde subestación Hospital Penna a tablero principal centro obstétrico."
Hospital Penna - Instalación de sistema antirrayos,100.0,0.0,"Chutro, Pedro, Prof., Dr. 3380",4,Parque Patricios,2017-11-15,2018-03-14,Salud,La obra consistió en la instalación de un sistema de aislación contra rayos que protege toda la superficie del hospital
Hospital Piñero - Remodelación Del Sector Guardia,100.0,0.0,Varela Av. 1301,7,Flores,2017-10-07,2017-10-26,Salud,"La obra de refacción de guardia en el Hospital Piñero consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. En dicha sala de espera se realizó el retiro de cartelerí­a y señalética en paredes que comprenden el sector, reemplazo de mesón y nuevo mostrador atención admisión, reemplazo de puertas acceso consultorios y sanitarios. "
Hospital Rivadavia - Trabajos de remodelación del sector de Guardia,100.0,0.0,Las Heras General Av. 2670,2,Recoleta,2017-07-25,2017-12-21,Salud,"La obra de refacción de guardia en el Hospital Rivadavia consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. Además, se contemplaron tareas de pintura, desmonte y reemplazo de cielorrasos suspendidos, pulido de pisos y revestimientos graní­ticos existentes, cambio de puertas de acceso a consultorios, mobiliario nuevo, cambio de artefactos de iluminación."
Hospital Santojanni - Remodelación Guardia,100.0,0.0,Pilar 950,9,Liniers,2017-07-17,2017-09-01,Salud,"La obra de refacción de guardia en el Hospital Santojanni consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. En dicha sala de espera se retiró la cartelerí­a y señalética en paredes que comprenden el sector y se realizaron trabajos de pintura en el mesón de atención existente y en la circulación de los consultorios. "
Hospital Vélez Sarfield - Remodelación Guardia,100.0,0.0,"Calderon De La Barca, Pedro 1550",10,Monte Castro,2017-06-22,2017-09-19,Salud,"La obra de refacción de guardia en el Hospital Vélez Sarsfield consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. En dicha sala de espera se retiró la cartelerí­a y señalética en paredes que comprenden el sector y se realizaron trabajos de pintura en el mesón de atención existente y en la circulación de los consultorios. "
Hospital Zubizarreta - Remodelación Guardia,100.0,0.0,Nueva York 3952,11,Villa Devoto,2017-08-29,2017-11-27,Salud,"La obra de refacción de guardia en el Hospital Zubizarreta consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. En dicha sala de espera se retiró la cartelerí­a y señalética en paredes que comprenden el sector y se realizaron trabajos de pintura en el mesón de atención existente y en la circulación de los consultorios. "
Sede Comunal 14 - Reforma,100.0,0.0,Beruti 3325,14,Palermo,2016-10-03,2017-02-20,Arquitectura,"El sector que se intervino se correspondió con las salas de casamiento en la Sede Comunal N°14 con acceso desde la Av. Coronel Dí­az. El objetivo fue generar un espacio cómodo para el flujo de personas que utiliza las salas de casamiento, mientras en otra parte del mismo salón se realizan las inscripciones de los recién nacidos aislando acústicamente el espacio, y a la vez permitiendo a la comuna aumentar los servicios. Los cambios estéticos de las salas de casamiento le otorgaron una personalidad distintiva a la Sede Comunal N°14, y a la vez una cierta armoní­a con la obra ya realizada en el sector de Calle Beruti."
Cesac N° 28: Adecuación edilicia para su instalación,100.0,0.0,Soldado De La Frontera Av. 5144,8,Villa Lugano,2016-12-22,2017-01-31,Salud,"La obra comprendió la unión entre las obras e instalaciones nuevas con las existentes. Por lo tanto, se llevó a cabo la demolición, retiro de instalaciones existentes, retiro y picado de pisos y revestimientos, cerramiento de vanos con mamposterí­a, reparación de revoques exteriores e interiores, reparación y ejecución de contrapisos, banquinas bajo mesadas y cordones para tabiques de placas de roca y de yeso en locales húmedos, construcción de tabiques y cielorrasos de placas de roca de yeso. Se realizaron la colocación de pisos y zócalos y revestimientos cerámicos en baños, vacunatorio y estar de enfermerí­a, mesadas de granito con bachas de acero inox., muebles bajo mesada, heladera bajo mesada y anafe eléctrico; colocación y pintura de carpinterí­as, puertas y ventanas con vidrios y espejos en baños, instalaciones sanitarias, eléctricas, gases médicos (oxí­geno), contra incendio (matafuegos), termomecánica (aire frio calor)."
Cesac N° 3: Adecuación edilicia para su instalación,100.0,0.0,Soldado De La Frontera Av. 5144,8,Villa Lugano,2017-04-05,2017-06-06,Salud,"La obra comprendió la unión entre las obras e instalaciones nuevas con las existentes. Por lo tanto, se llevó a cabo la demolición, retiro de instalaciones existentes, retiro y picado de pisos y revestimientos, cerramiento de vanos con mamposterí­a, reparación de revoques exteriores e interiores, reparación y ejecución de contrapisos, banquinas bajo mesadas y cordones para tabiques de placas de roca y de yeso en locales húmedos, construcción de tabiques y cielorrasos de placas de roca de yeso. Se realizaron la colocación de pisos y zócalos y revestimientos cerámicos en baños, vacunatorio y estar de enfermerí­a, mesadas de granito con bachas de acero inox., muebles bajo mesada, heladera bajo mesada y anafe eléctrico; colocación y pintura de carpinterí­as, puertas y ventanas con vidrios y espejos en baños, instalaciones sanitarias, eléctricas, gases médicos (oxí­geno), contra incendio (matafuegos), termomecánica (aire frio calor)."
Cesac N° 34: Colocación De Membrana Nueva En Azotea,100.0,0.0,"Artigas, Jose Gervasio, Gral. 2262",11,Villa Del Parque,2017-07-06,2017-12-06,Salud,Se realizó la colocación de una nueva membrana.
"Hospital Alvarez - Proyecto, Montaje Y Normalización De Instalación Interna Pabellones I, V, XV, XVI",100.0,0.0,"Aranguren, Juan F., Dr. 2701",7,Flores,2016-05-12,2017-02-03,Salud,"La obra consistió en el montaje y normalización de instalaciones internas de los Pabellones I, V, XV., XVI"
Hospital Borda - Relocalización Servicio Bulimia Y Anorexia Del Pabellón Central,100.0,0.0,"Carrillo, Ramon, Dr. 375",4,Barracas,2014-06-16,2017-01-10,Salud,"La obra comprendió la remodelación integral de un sector del Pabellón central del Hospital, ubicado en la planta baja del ala 4b para dar respuesta a los requerimientos planteados por el Hospital. El sector destinado al servicio de bulimia y anorexia, fue sujeto a remodelación integral y cuenta con un total de 798 m2 cubiertos y 29 m2 descubiertos, se encuentra desarrollado en una planta."
Hospital Marie Curie - Construcción De Una Nueva Morgue,100.0,0.0,Patricias Argentinas Av. 150,6,Caballito,2017-09-15,2017-09-02,Salud,"La obra consistió en la construcción de una nueva morgue en el Hospital Municipal de Oncologí­a Marie Curie. La prestación comprendió el suministro de la totalidad de los materiales, mano de obra, herramientas, desplazamiento de objetos y/o equipos o maquinarias y todos los elementos necesarios para realizar la tarea encomendada necesaria para la ejecución de la obra."
"Hospital Marie Curie - Proyecto, Construcción, Montaje, Normalización, Habilitación Y Puesta En Marcha De Ramal Y Servicio De Gas - Parte I",100.0,0.0,Patricias Argentinas Av. 150,6,Caballito,2016-09-21,2017-01-19,Salud,"La obra consistió en la construcción, montaje, normalización, habilitación y puesta en marcha de ramal y servicio de gas- Parte 1."
"Hospital Durand - Proyecto, Montaje Y Normalización De Instalación Interna Edificios VI Y XI",100.0,0.0,Diaz Velez Av. 5044,6,Caballito,2016-11-24,2016-12-26,Salud,"La obra consistió en la construcción, montaje, normalización y puesta en marcha de ramal y servicio de gas- Parte 1."
"CESAC Nº 38: Refuncionalización 3° Piso, Sector Administrativo",100.0,0.0,Medrano Av. 350,5,Almagro,2016-07-11,2017-04-02,Salud,"Se realizó la provisión y ejecución de todos los trabajos necesarios para la refuncionalización integral del área administrativa ubicada en el 3° piso, sector frente del edificio de Medrano 350 de la Ciudad Autónoma de Buenos Aires, respondiendo al programa elevado oportunamente por los responsables del área a cargo de las nuevas oficinas."
Hospital Moyano - Reparación De Terraza Y Tanque De Agua En Clí­nica Médica,100.0,0.0,Brandsen 2570,4,Barracas,2016-03-10,2017-03-03,Salud,"La obra consistió en la impermeabilización de la cubierta del Pabellón de clí­nica médica, la cual presentaba la membrana asfáltica muy dañada y en varios sectores levantada o con faltantes teniendo filtraciones a los servicios inferiores, además, de los revoques flojos en todo el perí­metro del muro de la terraza. Es por esto que se procedió a la reparación e impermeabilización del tanque de agua sobre la terraza de bajadas a los servicios con perforaciones en la losa, lo cual facilita las filtraciones."
Hospital Moyano - Cambio De Bomba De Agua Y Adecuación De Sala En Tanque Torre,100.0,0.0,Brandsen 2570,4,Barracas,2016-03-10,2017-02-24,Salud,"La obra consistió en el cambio de las bombas principales de agua que alimentan el tanque torre, el cual abastece a todo el hospital, además de una puesta a cero de las bombas auxiliares existentes. Se propuso un reacondicionamiento de toda la sala de máquinas tanto en lo civil y eléctrico, ya que las instalaciones estaban con conexiones precarias y con malas terminaciones."
Hospital Muñiz - Remodelación Sala 32 De Pediatrí­a,100.0,0.0,Uspallata 2272,4,Parque Patricios,2016-11-26,2017-02-10,Salud,"La obra consistió en la remodelación integral de la Sala 32 dando respuesta por un lado, a la necesidad de incorporar sanitarios para sectorizar a los pacientes y por otro, al requerimiento de reactivación del Pabellón que se encuentra catalogado como edificio con í¢ÂÂprotección cautelar dentro de los lineamientos del patrimonio cultural. El proyecto contó con 418 m2 cubiertos destinados al servicio de internación incluyendo 2 habitaciones aisladas individuales con baño privado y áreas de apoyo médico, de los cuales 262 m2 se desarrollan en planta baja, 71 m2 en un primer piso. También se complementó con un sector destinado a sala de máquinas y tableros, ubicada en primer piso con una superficie de 85 m2 y superficie descubierta de 230 m2. La Sala 32 se encuentra resuelta funcionalmente en dos sectores, uno de ellos comprende el acceso al pabellón con los servicios de apoyo de enfermerí­a y médico y el otro corresponde a la internación propiamente dicha."
Hospital Muñiz - Construcción Muro Perimetral En La Ochava De Las Avenidas Vélez Sarsfield Y Amancio Alcorta Etapa IV,100.0,0.0,Uspallata 2272,4,Parque Patricios,2016-10-24,2017-04-30,Salud,"La obra consistió en la demolición de los muros existentes y la ejecución nuevo muro. Se llevó a cabo el movimiento de suelo de excavación y luego de ejecutado el muro se realizó el movimiento de suelo de relleno. Además, se realizó la instalación pluvial."
Hospital Piñero - Normalización Integral De Gas-1º Etapa,100.0,0.0,Varela Av. 1301,7,Flores,2017-03-30,2016-12-31,Salud,"La obra consistió en la construcción, montaje, normalización, habilitación y puesta en marcha de ramal y servicio de gas - Parte 1 "
Hospital Udaondo - Mejoras En El Acceso A Personas Con Movilidad Reducida En Pabellón A,100.0,0.0,Caseros Av. 2061,4,Parque Patricios,2016-09-15,2017-01-31,Salud,"La obra consistió en dotar al acceso principal del Pabellón A de un ascensor para discapacitados que cumpla el objetivo de elevar a aquellas personas desde el nivel de la vereda exterior del Pabellón al mismo nivel del hall principal, desnivel que ronda los 0.75m. Para ello se elevó el nivel del porch, eliminando los escalones interiores y construyendo una dársena en el exterior para la llegada de dicho ascensor. Asimismo, por el avance de dicha dársena se ha realizado la ampliación de dicho espacio, avanzando sobre el sector parquizado y modificando la escalinata principal sobre lí­nea de frente, eliminando el descanso y respetando la forma original."
"Hospital Gutiérrez - Proyecto, Aprobación, Normalización Y Habilitación De Instalación De Gas - Pabellones D Y F",100.0,0.0,Gallo 1330,2,Recoleta,2017-02-15,2017-07-31,Salud,"La obra consistió en la normalización de todas las instalaciones de gas afectadas al medidor de la calle Paraguay; y la calefacción y agua caliente del Pabellón D, dado que se veí­an comprometidos los sectores de internación y laboratorio ubicados en el mismo."
Hospital Pirovano - Tareas De Demolición De Chimenea,100.0,0.0,Monroe Av. 3555,12,Coghlan,2017-02-15,2017-02-22,Salud,"La obra consistió en la demolición de la chimenea, dado que habí­a empeorado el estado estructural de la misma en el sector donde se realizaba la incineración de los residuos. Dicho sector era muy próximo a la sala de internación de hombres de la división otorrinolaringologí­a."
Sede Comunal 10: Modificación Layout,100.0,0.0,"Baigorria Y Hugo, Victor",10,Monte Castro,2016-12-01,2017-01-30,Arquitectura,"Los sectores que se intervinieron se encuentran ubicados en el 1º piso, 2º piso, 3º piso y terraza de la sede Comunal N° 10 ubicada sobre la calle Bacacay 3968. El objetivo de la propuesta fue generar espacios de trabajos fluidos para el personal que trabaja en la sede, privacidad de las áreas que así­ lo requieran y la puesta en valor del 3º piso debido a las filtraciones de agua provenientes de la terraza. La reorganización del espacio permitió un máximo aprovechamiento del mismo utilizando zonas que se encontraban en desuso. Estas remodelaciones apuntaron a la unificación de anteriores reformas que buscaban dar una identidad más homogénea y unificada de la comuna."
Barrio Los Piletones: Abastecimiento De Agua Potable Manzanas 9 Y 10 - Barrio Los Piletones,100.0,0.0,"Lacarra Av. Y Janer, Ana Maria",8,Villa Soldati,2017-03-17,2017-05-16,Hidráulica E Infraestructura,"Instalación De Una Cañerí­a De Agua Emplazada Por Colectora Lacarra, En Una Longitud De 250 Metros En Cañerí­a De Pead Dn 90mm Pn8 Con Accesorios, Empalme A Cañerí­a De Pead Dn 160 Mm,"
Barrio Los Piletones: Nexo Conexión De Red De Agua Potable ( Lacarra) Barrio Los Piletones,100.0,0.0,"Lacarra Av. Y Janer, Ana Maria",8,Villa Soldati,2017-03-17,2017-03-16,Hidráulica E Infraestructura,"Nexo Para La Provisión De Agua Potable Barrio Los Piletones Contempla Ejecución De Cámaras, Empalmes, Etc"
Barrio Los Piletones: Finalización Edificios 10 Y 11 (Piletones),100.0,0.0,6 de Agosto 3955,8,Villa Soldati,2017-01-30,2017-06-30,Vivienda,"Obras De Finalización Correspondientes Al Conjunto Habitacional Piletones, Ejecutadas Con El Sistema Constructivo Cassaforma."
Barrio Los Piletones: Finalización Edificios 12 Y 13 (Piletones),100.0,0.0,De la Fuerza 3955,8,Villa Soldati,2017-01-30,2017-06-30,Vivienda,"Obras De Finalización Correspondientes Al Conjunto Habitacional Piletones, Ejecutadas Con El Sistema Constructivo Cassaforma."
Barrio Los Piletones: Mejoras En Frentes - Barrio Los Piletones - Etapa 1,100.0,0.0,"Janer 3836, 3842;Ntra Sra de Caacupé 3810,3818,3836; Plumerillo 3837,3823;Mujeres Luchadoras 3035;Plumerillo 3807; 3815",8,Villa Soldati,2017-04-03,2017-06-02,Vivienda,La Propuesta De Obras Consiste En El Mejoramiento De Los Frentes De Las Parcelas Regularizadas De Las Manzanas Mencionadas Donde Se Realizará Diferentes Tareas De Acuerdo Las Necesidad De Cada Frente
Ecoparque: Elefantes 1er Etapa,100.0,0.0,Republica De La India 3000,14,Palermo,2017-02-17,2017-02-25,Espacio Público,Se realizó la readecuación del recinto de elefantes
Base Operativa 24 De Noviembre,100.0,0.0,24 De Noviembre Y Cochabamba,3,San Cristóbal,2016-12-29,2017-06-23,Arquitectura,"Los sectores que se intervinieron se encuentran ubicados en el 1º piso, 2º piso, 3º piso y terraza de la sede Comunal N° 10 ubicada sobre la calle Bacacay 3968. El objetivo de la propuesta fue generar espacios de trabajos fluidos para el personal que trabaja en la sede, privacidad de las áreas que así­ lo requieran y la puesta en valor del 3º piso debido a las filtraciones de agua provenientes de la terraza. La reorganización del espacio permitió un máximo aprovechamiento del mismo utilizando zonas que se encontraban en desuso. Estas remodelaciones apuntaron a la unificación de anteriores reformas que buscaban dar una identidad más homogénea y unificada de la comuna."
Base Operativa Bilbao,100.0,0.0,"Bilbao, Francisco Av. Y Lacarra Av.",9,Parque Avellaneda,2016-11-01,2017-04-05,Arquitectura,Se realizaron tareas de mejoramiento en general y se construyeron vestuarios y sanitarios más grandes.
Base Operativa Indoamericano Etapa 1,100.0,0.0,Lacarra Av. 2401,8,Villa Soldati,2016-11-01,2017-04-29,Arquitectura,Se realizaron tareas de mejoramiento en general y se construyeron vestuarios y sanitarios más grandes.
Boulevard Juan B. Justo: Recuperación Y Puesta En Valor,100.0,0.0,"Justo, Juan B. Av. 4801",11,Villa Gral. Mitre,2016-12-30,2017-04-30,Espacio Público,"El sector que se intervino se encuentra ubicado sobre la Av. Juan B. Justo entre Gral. César Dí­az y Av. Miguel C. del Corro en Villa Luro dentro de la Comuna 10. El estado de las veredas se encontraba en mal estado, por lo tanto se le cambió todo el solado por caminos de hormigón peinado y se construyeron los vados peatonales que faltaban mejorando y asegurando la accesibilidad a todo el boulevard. Además, se construyeron módulos de descanso del lado más tranquilo del boulevard con bancos y mesas, módulos con postas aeróbicas para los vecinos, la puesta en valor de las áreas verdes, plantación de semillas para mejorar el estado del césped, nuevos canteros con floración para dar color a los frentistas y se proveyó del arbolado faltante para completar las alineaciones."
Pasaje Panamá: Calle Sustentable,100.0,0.0,Panama 901,5,Almagro,2016-12-14,2017-06-07,Espacio Público,El sector que se intervino está situado en la calle Panama al 900 entre las calles Sarmiento y la Av. Corrientes. El objetivo de la obra fue mejorar el funcionamiento y optimizar el uso del espacio público para los vecinos y ciudadanos que concurren dí­a a dí­a por esta calle. Se sectorizó una única senda de estacionamiento vehicular a 45 grados y se implantó mayores superficies de verdes con vegetaciones autóctonas en las esquinas y fajas verdes sobre los cordones.
Sede Comunal 8 Modificación Del Layout De Puestos De Trabajo,100.0,0.0,"Roca, Cnel. Av. 5252",8,Villa Riachuelo,2016-12-15,2017-04-24,Arquitectura,"El objetivo de la obra fue intervenir el edificio Comunal N° 8 de la Av. Roca 5252 mejorando el funcionamiento y optimizando el uso del espacio por parte de empleados y ciudadanos que concurren para la realización de trámites. Para eso fue conveniente la sectorización estratégica en planta baja se dispuso de: UAC, documentación rápida, caja, espera, rentas, salas de racks, numeradores, turneros, mesa de entrada. Por otro lado, en la planta alta se dispuso de: procuración, mediación, prevención del delito y OIL. Estas remodelaciones apuntaron a la unificación de anteriores reformas que buscaban dar una identidad más homogénea y unificada de la comuna."
Patio Urbano Paraguay,100.0,0.0,Paraguay 5138,14,Palermo,2016-12-30,2017-06-15,Espacio Público,"La plaza que se intervino se encuentra ubicada sobre la calle Paraguay entre las calles Fitz Roy y Humboldt dentro de la Comuna N°14. La obra contempló la reubicación del patio de juegos aportándole nuevos juegos de vanguardia e inclusivos y solado anti golpe para proporcionar accesibilidad, el cambio de mobiliario por nuevo, reemplazo de los cestos de basuras. En el sector del actual patio de juegos se realizó un sector verde y se sumaron actividades deportivas. Asimismo, las áreas de superficie absorbente se parquizaron y aportaron nueva vegetación como así­ también hubo un aumento de la superficie absorbente generando nuevos canteros."
Sede Comuna 5: Muro Y Azotea Verde,100.0,0.0,"Calvo, Carlos 3307",5,Boedo,2016-12-12,2017-04-29,Arquitectura,"El proyecto contuvo dos grandes ejes: la incorporación de superficie vegetal en el edificio comunal, y el aprovechamiento del agua de lluvia. En relación al primero, se instaló un jardí­n vertical en la fachada del, y se acondicionó la terraza del mismo de manera de generar una terraza verde. Respecto al segundo eje, se realizaron las adecuaciones pertinentes al sistema de desagí¼e pluvial, de manera de que se recoge el agua de lluvia recibida en la terraza, y se almacena en una cámara de acopio en la planta baja. Dicha agua es utilizada para el riego de las superficies verdes previamente mencionadas generando una intervención verdaderamente sustentable. Además, se incorporó una marquesina identificatoria de la sede en la fachada intervenida, destacando aún más a la institución y fortaleciendo la comunicación con los vecinos."
Subsede Comuna 4 Muro Verde Y Cambio Layout,100.0,0.0,Suarez Av. 2032,4,Barracas,2016-12-12,2017-11-04,Arquitectura,"Se llevó a cabo la intervención en el sector que se encontraba ubicada el área de licencias y sala de reunión de la Subsede Comunal N°4, ubicada en la Av. Suarez 2032 en el Barrio de Barracas. El objetivo de la propuesta fue generar espacios de trabajo más fluidos, cómodos y privados, especialmente en el área de los exámenes psicofí­sicos para su mejor atención y agilidad en el trámite de renovación de licencia de conducir. La reorganización del espacio permitió un máximo aprovechamiento utilizando zonas que se encontraban en desuso y mejorando la distribución de las áreas existentes. Por otra parte, se instaló un jardí­n vertical en la fachada del edificio que respeta las aberturas existentes habiéndose realizado a partir de la marquesina ubicada en la fachada. El depósito de agua de lluvias se realizó en el subsuelo del edificio y sirvió principalmente para el riego del jardí­n vertical previamente mencionado."
Barrio Rivera Iguazú: Manzana 6 - Construcción De 64 Viviendas,100.0,0.0,Iguazu 1835,4,Nueva Pompeya,2016-12-12,2019-03-31,Vivienda,"Iguazú N° 1835, Barrio Ribera Iguazú. 192 Viviendas, obras exteriores y pavimentos. Barrio Nueva Pompeya. Convenio Cuenca Riachuelo Matanza"
Barrio Rivera Iguazú: Ribera Iguazú,100.0,0.0,Iguazu 1835,4,Nueva Pompeya,2018-01-02,2018-10-29,Hidráulica e Infraestructura,Se llevó a cabo la ejecución de la infraestructura correspondiente al barrio Rivera Iguazú
Barrio Rivera Iguazú: Construcción De 128 Viviendas,100.0,0.0,Iguazu 1835,4,Nueva Pompeya,2017-01-01,2018-10-29,Vivienda,Se llevó a cabo la ejecución de los trabajos necesarios para la finalización de 128 viviendas del complejo sito en la calle Iguazú 1835 de la Ciudad Autónoma De Buenos Aires
Barrio Rodrigo Bueno: Movimiento De Suelo En Preparación A Las Tareas De Desarrollo,100.0,0.0,España Av. 1800,4,La Boca,2017-10-04,2018-08-01,Hidráulica e Infraestructura,Movimiento de suelo en el Barrio Rodrigo Bueno
"Hospital Alvarez - Proyecto, Construcción Y Montaje De Red De Media Presión Y Sub Estaciones 6, 7 Y 8 - Gas",100.0,0.0,"Aranguren, Juan F., Dr. 2701",7,Flores,2016-10-21,2017-01-19,Salud,"La obra consistió en la construcción, montaje de red de media presión y subestaciones 6, 7 y 8 de gas"
Hospital Alvarez - Instalación De Sistema De Climatización De Aire -Departamento Materno Infantil,100.0,0.0,"Aranguren, Juan F., Dr. 2701",7,Flores,2016-11-17,2017-01-16,Salud,"La obra comprendió la ejecución de todos los trabajos necesarios para dotar al Servicio de Internación Obstetricia del Hospital General de Agudos Dr. Teodoro ílvarez de un sistema de aire acondicionado central frí­o- calor por bomba, con filtrado y emisores de radiación UVC. "
Hospital Durand - Reformulación Gases Médicos Uti Pediátrica 8 Puestos,100.0,0.0,Diaz Velez Av. 5044,6,Caballito,2016-12-21,2017-04-30,Salud,"La obra consistió en la ampliación de la Unidad de Terapia Intensiva (UTI) Pediátrica del Hospital Durand con 8 nuevos puestos, nuevas instalaciones eléctricas y de gases médicos a los efectos de lograr el suministro de energí­a eléctrica al nuevo sector de UTI Pediátrica. Para esto, fue necesario la provisión de equipos para llevar a cabo los trabajos necesarios. "
Hospital Pirovano - Readecuación Local De Inflamables,100.0,0.0,Monroe Av. 3555,12,Coghlan,2016-06-23,2017-03-31,Salud,"En marco del Plan de Mejoras que se realizó en el Hospital Pirovano, se llevó a cabo la readecuación del local de inflamables."
Hospital de Quemados - Puesta En Valor Y Refuncionalización Del Sector De Morgue,100.0,0.0,"Goyena, Pedro Av. 369",6,Caballito,2016-11-22,2017-04-30,Salud,La obra consistió en la puesta en valor y refuncionalización del sector de morgue. Se procedió a realizar el desmontaje de la cámara de frí­o de morgue que estaba anteriormente así­ como la instalación eléctrica de la planta motriz y las cañerí­as del refrigerante.
Hospital Zubizarreta - Remodelación Guardia,100.0,0.0,Nueva York 3952,11,Villa Devoto,2017-06-22,2017-07-31,Salud,"La obra contempló tareas de demolición, obras nuevas para los trabajos de refacción y tareas varias en la morgue. El alcance de los trabajos comprendió 75m2 cubiertos contemplando todos los rubros de obra e instalaciones necesarios para ejecutar y brindar respuesta a los requerimientos planteados. Además, se realizaron trabajos de demolición en los sectores de morgue, laboratorio y oficina del jefe de laboratorio. En el primer sector se retiró la vieja cámara de morgue y se acondicionó el sitio para alojar una nueva cámara."
Hospital Maria Ferrer - Instalación De Sistema De Climatización Frí­o/Calor Con Filtrado Especial - 1° Parte,100.0,0.0,Finochietto Enrique Dr. 849,4,Barracas,2016-12-22,2017-03-31,Salud,"La obra consistió en la puesta en valor de la totalidad edificada de la terapia intermedia, tareas de obra civil, termomecánica, electricidad y sanitarias. "
